"canceled_service","senior_citizen","spouse_partner","dependents","cellular_service","avg_call_mins","avg_intl_mins","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_bill","payment_method","months_with_company","monthly_charges"
"no","no","yes","yes","single_line",258,90,"digital","yes","no","no","no","no","no","one_year","yes","bank_draft",61,49.7
"yes","no","yes","no","multiple_lines",462,128,"fiber_optic","yes","yes","no","yes","yes","no","one_year","no","electronic_check",50,108.55
"yes","no","no","no","multiple_lines",446,147,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","electronic_check",4,90.05
"no","no","yes","yes","multiple_lines",273,166,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","electronic_check",57,100.6
"no","no","yes","no","multiple_lines",282,177,"fiber_optic","yes","yes","yes","yes","no","no","two_year","yes","credit_card",72,113.65
"no","yes","no","no","multiple_lines",347,94,"fiber_optic","yes","yes","yes","no","yes","no","month_to_month","yes","bank_draft",63,109.4
"yes","no","no","no","single_line",322,120,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","mailed_check",1,80.85
"no","no","yes","no","single_line",330,90,"digital","no","yes","no","no","yes","no","month_to_month","yes","mailed_check",19,59.8
"no","no","no","no","single_line",233,53,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",14,92.9
"no","no","no","no","single_line",408,143,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",2,79.95
"no","no","yes","yes","single_line",365,99,"digital","yes","no","no","yes","yes","no","month_to_month","no","electronic_check",25,54.3
"no","no","no","no","multiple_lines",291,159,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",18,74.15
"no","no","yes","yes","multiple_lines",375,175,"digital","no","yes","no","yes","no","no","month_to_month","yes","credit_card",23,69.5
"yes","no","yes","no","multiple_lines",422,101,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",44,96.1
"no","yes","no","no","multiple_lines",385,142,"fiber_optic","no","yes","no","no","no","yes","two_year","yes","credit_card",59,79.2
"no","no","yes","yes","multiple_lines",366,143,"fiber_optic","no","yes","yes","yes","yes","no","one_year","yes","credit_card",56,99.75
"no","no","no","no","multiple_lines",287,181,"digital","yes","no","yes","no","yes","no","one_year","no","mailed_check",28,59
"no","no","no","no","single_line",330,102,"fiber_optic","yes","no","yes","no","no","yes","month_to_month","no","mailed_check",54,89.8
"yes","yes","no","no","multiple_lines",368,118,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","electronic_check",14,78.95
"yes","yes","yes","no","multiple_lines",528,117,"fiber_optic","yes","no","yes","no","yes","no","month_to_month","yes","bank_draft",41,83.75
"no","no","no","no","single_line",216,168,"fiber_optic","no","no","no","no","no","yes","month_to_month","no","mailed_check",1,71.1
"no","no","no","no","multiple_lines",360,151,"fiber_optic","no","yes","no","no","yes","no","month_to_month","no","bank_draft",51,81
"yes","no","no","yes","single_line",353,78,"digital","no","no","no","no","no","no","month_to_month","no","mailed_check",5,46
"no","no","yes","no","multiple_lines",349,94,"fiber_optic","yes","no","yes","no","no","yes","month_to_month","yes","mailed_check",45,84.55
"no","no","no","no","multiple_lines",345,111,"fiber_optic","yes","yes","yes","no","no","no","one_year","yes","electronic_check",42,99
"yes","no","yes","yes","multiple_lines",429,119,"fiber_optic","no","yes","no","yes","yes","no","month_to_month","no","electronic_check",50,103.7
"no","no","yes","yes","single_line",197,110,"fiber_optic","yes","yes","yes","yes","yes","no","two_year","yes","credit_card",70,101.1
"yes","no","no","no","single_line",375,69,"fiber_optic","no","no","yes","no","no","no","one_year","no","mailed_check",12,95.5
"yes","no","no","no","single_line",392,62,"digital","no","yes","no","no","no","no","month_to_month","no","mailed_check",1,50.65
"no","no","no","no","single_line",275,117,"digital","yes","no","yes","yes","yes","no","month_to_month","yes","credit_card",36,79.2
"no","no","no","no","single_line",330,165,"fiber_optic","yes","yes","yes","no","yes","yes","one_year","yes","credit_card",46,95.65
"yes","no","no","no","single_line",313,42,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",1,70.05
"no","no","no","no","single_line",243,148,"fiber_optic","yes","yes","yes","no","no","no","month_to_month","yes","credit_card",30,84.3
"yes","yes","yes","no","multiple_lines",239,135,"fiber_optic","no","no","yes","no","yes","no","month_to_month","yes","electronic_check",16,98.75
"no","no","yes","yes","single_line",326,143,"fiber_optic","no","yes","no","yes","yes","no","month_to_month","yes","electronic_check",3,80
"yes","no","no","no","multiple_lines",409,113,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","credit_card",2,73.25
"no","no","no","no","single_line",134,69,"digital","no","yes","yes","yes","yes","no","one_year","no","mailed_check",27,78.2
"yes","no","yes","no","multiple_lines",277,106,"fiber_optic","yes","yes","yes","no","yes","no","two_year","yes","bank_draft",58,109.45
"yes","no","no","no","single_line",459,18,"fiber_optic","no","yes","no","yes","no","no","month_to_month","no","electronic_check",1,91.7
"no","no","yes","no","multiple_lines",355,96,"digital","no","no","no","yes","no","no","one_year","yes","bank_draft",43,64.85
"no","no","yes","yes","multiple_lines",418,57,"fiber_optic","yes","yes","no","yes","yes","no","two_year","yes","credit_card",72,107.7
"no","yes","yes","yes","multiple_lines",298,119,"fiber_optic","no","yes","no","no","yes","no","month_to_month","no","electronic_check",38,101.15
"no","no","no","no","multiple_lines",368,68,"fiber_optic","yes","yes","yes","no","yes","yes","one_year","yes","electronic_check",61,107.75
"yes","no","no","no","multiple_lines",412,104,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",1,95.45
"no","no","yes","yes","single_line",455,88,"digital","no","no","yes","yes","no","no","two_year","yes","bank_draft",61,73.8
"yes","no","yes","yes","multiple_lines",493,62,"fiber_optic","yes","no","yes","no","yes","yes","month_to_month","yes","electronic_check",17,104.2
"yes","no","no","no","multiple_lines",396,102,"fiber_optic","no","yes","no","no","no","yes","month_to_month","yes","electronic_check",36,99.15
"yes","no","yes","no","multiple_lines",441,140,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",30,85
"yes","no","no","no","single_line",323,45,"fiber_optic","no","no","no","no","no","no","month_to_month","no","bank_draft",1,69.7
"yes","no","no","no","single_line",431,134,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","no","electronic_check",1,84.3
"no","no","no","no","multiple_lines",326,131,"fiber_optic","yes","yes","yes","no","yes","yes","month_to_month","yes","bank_draft",59,99.45
"no","no","no","no","multiple_lines",300,104,"fiber_optic","yes","yes","yes","yes","no","no","two_year","yes","electronic_check",72,114.9
"no","no","yes","no","multiple_lines",315,141,"digital","no","yes","yes","no","yes","yes","two_year","no","bank_draft",61,80.9
"no","no","no","no","multiple_lines",278,141,"fiber_optic","no","no","no","yes","yes","yes","month_to_month","yes","electronic_check",24,89.55
"yes","no","no","no","multiple_lines",386,101,"fiber_optic","no","no","no","yes","yes","no","month_to_month","no","bank_draft",37,98.8
"no","no","no","no","multiple_lines",285,158,"fiber_optic","no","no","yes","yes","yes","no","month_to_month","yes","electronic_check",5,82.75
"no","no","yes","yes","multiple_lines",407,129,"fiber_optic","yes","no","no","no","no","yes","one_year","no","mailed_check",55,100.9
"no","no","yes","no","single_line",227,112,"digital","yes","no","no","no","yes","yes","month_to_month","yes","bank_draft",23,59.95
"yes","no","no","no","single_line",306,40,"fiber_optic","no","no","no","no","yes","yes","month_to_month","no","mailed_check",1,69.4
"no","no","no","no","multiple_lines",354,174,"fiber_optic","yes","no","yes","no","no","no","one_year","no","electronic_check",61,104
"no","yes","yes","no","multiple_lines",345,127,"digital","no","no","yes","no","no","yes","two_year","no","electronic_check",30,74.85
"no","no","yes","yes","multiple_lines",290,116,"digital","yes","no","no","yes","yes","yes","month_to_month","no","electronic_check",53,71.85
"no","no","yes","no","single_line",169,61,"digital","no","yes","yes","no","no","yes","two_year","no","electronic_check",47,73.6
"no","no","yes","yes","single_line",212,82,"fiber_optic","no","no","no","no","no","no","one_year","yes","bank_draft",34,78.95
"no","no","yes","yes","single_line",315,123,"fiber_optic","yes","yes","yes","yes","yes","no","two_year","no","credit_card",71,100.2
"no","no","yes","yes","single_line",302,89,"digital","no","no","no","yes","yes","no","month_to_month","yes","electronic_check",8,68.55
"no","no","no","no","multiple_lines",372,140,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","mailed_check",10,75.75
"no","no","yes","yes","multiple_lines",300,103,"digital","yes","yes","yes","yes","yes","no","two_year","no","electronic_check",71,90.35
"no","no","yes","no","single_line",297,62,"digital","no","no","no","yes","no","yes","month_to_month","yes","mailed_check",18,50.3
"no","yes","no","no","single_line",364,66,"digital","no","yes","no","no","yes","no","month_to_month","yes","mailed_check",7,51.3
"no","no","yes","yes","multiple_lines",500,136,"fiber_optic","no","yes","no","yes","no","no","one_year","yes","credit_card",62,106.05
"no","no","yes","yes","single_line",426,112,"digital","yes","yes","no","no","yes","no","month_to_month","no","mailed_check",8,54.65
"no","no","no","no","multiple_lines",362,155,"digital","no","no","no","yes","yes","no","month_to_month","yes","mailed_check",4,64.4
"yes","no","no","no","multiple_lines",446,97,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","no","electronic_check",8,100.85
"no","no","no","no","multiple_lines",352,108,"digital","yes","yes","no","yes","yes","no","month_to_month","no","mailed_check",29,67.45
"no","no","yes","no","single_line",238,129,"fiber_optic","no","no","yes","no","no","no","month_to_month","yes","electronic_check",72,94.65
"no","no","no","yes","multiple_lines",391,131,"fiber_optic","no","no","yes","no","no","yes","month_to_month","yes","credit_card",18,80.55
"no","yes","no","no","single_line",273,126,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",7,89.15
"no","no","no","no","multiple_lines",376,146,"fiber_optic","no","yes","no","no","no","no","month_to_month","yes","credit_card",21,99.85
"no","yes","no","no","single_line",348,108,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",9,79.55
"no","no","no","no","single_line",372,97,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","yes","electronic_check",9,73.8
"yes","no","yes","yes","multiple_lines",334,147,"fiber_optic","no","yes","yes","no","no","yes","two_year","yes","electronic_check",72,103.4
"no","no","no","no","multiple_lines",353,110,"fiber_optic","no","yes","yes","no","yes","no","month_to_month","yes","bank_draft",24,84.85
"no","no","yes","yes","multiple_lines",340,91,"fiber_optic","no","yes","yes","no","no","no","month_to_month","yes","electronic_check",37,95.15
"no","no","yes","no","single_line",251,96,"digital","no","yes","no","yes","yes","yes","month_to_month","no","electronic_check",35,56.85
"no","no","no","no","single_line",380,111,"fiber_optic","no","no","no","no","no","no","month_to_month","no","mailed_check",5,78.75
"no","yes","yes","yes","multiple_lines",333,85,"fiber_optic","no","no","yes","no","no","no","month_to_month","yes","electronic_check",29,103.95
"no","yes","no","no","multiple_lines",372,104,"digital","yes","yes","no","yes","no","no","two_year","yes","bank_draft",67,64.55
"no","no","no","no","single_line",359,91,"digital","yes","no","yes","yes","yes","no","month_to_month","no","credit_card",6,78.65
"yes","no","yes","yes","single_line",352,118,"digital","no","no","yes","yes","no","no","month_to_month","no","credit_card",10,55.2
"yes","no","no","no","single_line",356,82,"digital","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",1,45.65
"no","yes","no","no","single_line",470,89,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",20,81.45
"yes","yes","yes","no","single_line",330,91,"fiber_optic","no","yes","no","yes","yes","yes","month_to_month","yes","bank_draft",13,89.05
"yes","no","no","no","single_line",407,145,"digital","no","no","no","no","yes","no","month_to_month","yes","mailed_check",1,45.85
"no","yes","no","no","multiple_lines",342,100,"fiber_optic","no","yes","no","yes","yes","yes","one_year","no","bank_draft",71,105.75
"no","no","yes","yes","single_line",310,96,"digital","yes","no","yes","no","yes","no","two_year","no","mailed_check",16,64.25
"no","no","no","no","single_line",328,88,"digital","no","no","no","yes","yes","yes","month_to_month","no","mailed_check",20,50
"no","no","yes","no","multiple_lines",420,142,"fiber_optic","yes","yes","yes","no","yes","no","two_year","yes","electronic_check",72,110.75
"no","no","no","no","multiple_lines",415,108,"fiber_optic","yes","no","no","yes","no","no","month_to_month","no","bank_draft",32,87.65
"no","yes","yes","yes","single_line",424,147,"digital","no","yes","no","yes","yes","yes","month_to_month","yes","electronic_check",35,76.05
"no","no","yes","no","multiple_lines",317,67,"fiber_optic","no","yes","yes","yes","yes","no","one_year","no","credit_card",72,109.15
"yes","yes","yes","no","multiple_lines",475,114,"fiber_optic","yes","no","no","no","no","no","month_to_month","yes","electronic_check",4,99.6
"yes","no","yes","no","multiple_lines",372,101,"fiber_optic","yes","no","yes","no","yes","yes","month_to_month","no","electronic_check",53,93.9
"no","no","no","no","multiple_lines",378,132,"fiber_optic","yes","yes","yes","yes","no","no","month_to_month","yes","credit_card",30,95
"yes","no","no","no","single_line",380,103,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",1,70.25
"no","yes","yes","yes","multiple_lines",468,144,"fiber_optic","yes","yes","no","no","no","no","month_to_month","yes","electronic_check",60,93.25
"no","no","yes","yes","single_line",372,137,"fiber_optic","no","yes","no","no","yes","no","month_to_month","no","credit_card",1,74.6
"no","no","no","yes","single_line",321,80,"digital","yes","no","no","no","no","no","month_to_month","yes","mailed_check",12,69.85
"no","yes","yes","no","multiple_lines",439,48,"fiber_optic","no","yes","yes","no","yes","no","one_year","yes","electronic_check",70,104.8
"no","no","yes","yes","single_line",166,111,"digital","no","no","no","no","no","yes","month_to_month","no","electronic_check",7,44.75
"no","no","yes","no","single_line",338,70,"digital","yes","yes","no","yes","no","yes","month_to_month","yes","mailed_check",9,68.95
"no","no","no","yes","multiple_lines",349,117,"digital","yes","no","yes","yes","no","yes","two_year","yes","electronic_check",60,84.95
"no","no","no","no","single_line",320,102,"digital","yes","no","no","yes","yes","yes","month_to_month","yes","mailed_check",5,55.75
"no","no","yes","no","multiple_lines",355,119,"digital","yes","yes","yes","yes","no","yes","two_year","no","mailed_check",72,68.15
"no","yes","no","no","multiple_lines",336,137,"digital","no","yes","no","yes","no","no","two_year","no","bank_draft",47,59.6
"no","no","yes","no","multiple_lines",316,154,"fiber_optic","yes","yes","no","yes","yes","yes","month_to_month","yes","bank_draft",50,109.65
"yes","no","yes","yes","multiple_lines",371,106,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","bank_draft",15,74.9
"yes","yes","no","no","multiple_lines",311,143,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","bank_draft",22,74.4
"no","no","yes","no","multiple_lines",442,175,"fiber_optic","no","no","yes","yes","no","yes","two_year","yes","bank_draft",62,107.6
"no","no","yes","yes","single_line",249,111,"digital","no","no","no","no","no","no","month_to_month","no","mailed_check",5,44.8
"no","no","no","no","single_line",297,74,"digital","no","no","no","yes","no","no","month_to_month","no","bank_draft",26,49.15
"no","no","yes","yes","multiple_lines",377,86,"digital","yes","yes","no","no","yes","no","two_year","yes","credit_card",70,69.2
"yes","no","no","no","multiple_lines",429,81,"fiber_optic","no","no","no","yes","yes","yes","one_year","yes","electronic_check",43,100
"yes","yes","yes","no","multiple_lines",416,112,"fiber_optic","no","no","yes","no","no","yes","month_to_month","no","electronic_check",20,90.8
"no","yes","yes","no","multiple_lines",297,168,"digital","yes","yes","yes","yes","yes","yes","two_year","yes","bank_draft",70,92.2
"yes","yes","no","no","single_line",373,74,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","electronic_check",9,80.85
"no","no","no","no","single_line",383,103,"fiber_optic","no","no","yes","no","no","no","month_to_month","yes","credit_card",15,94
"yes","yes","yes","no","multiple_lines",306,108,"fiber_optic","yes","no","no","no","no","yes","month_to_month","yes","electronic_check",51,77.5
"no","no","yes","no","single_line",310,110,"digital","no","yes","yes","yes","no","no","two_year","yes","credit_card",71,79.1
"yes","no","no","no","multiple_lines",454,104,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",12,94.2
"yes","no","no","no","single_line",393,111,"digital","yes","no","no","no","yes","yes","month_to_month","yes","credit_card",1,48.6
"yes","no","yes","yes","single_line",337,61,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","yes","mailed_check",13,96.65
"no","no","yes","yes","multiple_lines",341,97,"fiber_optic","no","yes","yes","yes","yes","yes","month_to_month","yes","electronic_check",30,107.5
"no","no","yes","yes","multiple_lines",313,106,"fiber_optic","no","yes","yes","yes","yes","yes","month_to_month","yes","electronic_check",35,109.95
"no","no","yes","yes","multiple_lines",330,113,"digital","yes","yes","yes","yes","no","no","two_year","no","electronic_check",70,80.7
"no","no","yes","no","multiple_lines",310,104,"fiber_optic","no","yes","no","no","no","no","month_to_month","yes","credit_card",32,98.85
"yes","no","no","no","single_line",268,122,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","bank_draft",3,69.55
"yes","no","no","no","single_line",275,16,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",1,70.3
"no","no","yes","no","multiple_lines",361,105,"digital","yes","yes","yes","yes","yes","no","two_year","yes","bank_draft",61,80.8
"yes","no","yes","no","multiple_lines",411,90,"fiber_optic","yes","yes","yes","yes","yes","no","one_year","yes","bank_draft",72,117.8
"yes","no","no","no","single_line",401,41,"digital","no","no","yes","yes","no","yes","month_to_month","yes","credit_card",19,55
